"GC EI Compounds ID"	"Structure"	"TIC Sum"	"Name"	"RT in min"	"Reference mz"	"Avg TIC"	"NIST Lib Hit Formula"	"NIST Theo Mol Mass"	"NIST Observed Mol Mass"	"Area Max"	"MS Depth"	"Total Score"	"HRF Score"	"RHRF Score"	"SI"	"RSI"	"Calculated RI"	"RI Delta"	"MS2"	"Calc MW"	"Checked"	"Tags"	"Area Genuine_1raw F1"	"Area Genuine_2raw F2"	"Area Genuine_3raw F3"	"Area Suspect_1raw F4"	"Area Suspect_2raw F5"	"Area Suspect_3raw F6"	"Gap Status Genuine_1raw F1"	"Gap Status Genuine_2raw F2"	"Gap Status Genuine_3raw F3"	"Gap Status Suspect_1raw F4"	"Gap Status Suspect_2raw F5"	"Gap Status Suspect_3raw F6"	"Gap Fill Status Genuine_1raw F1"	"Gap Fill Status Genuine_2raw F2"	"Gap Fill Status Genuine_3raw F3"	"Gap Fill Status Suspect_1raw F4"	"Gap Fill Status Suspect_2raw F5"	"Gap Fill Status Suspect_3raw F6"
"660"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:27 2024 (hash=02fe1939);  8  7  0  0  0  0  0  0  0  0  0;   -1.2228    1.6304    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.8152    0.8967    0.0000 S   0  0  0     0  6  0  0  0  0;   -0.4076    0.2446    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.1223    1.3450    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.5896    0.5299    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3668    0.2446    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7744   -0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5896   -0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  2  0  0  0  0;  2  5  2  0  0  0  0;  3  6  1  0  0  0  0;  6  7  1  0  0  0  0;  7  8  1  0  0  0  0;$$$$"	"41841786"	"Propyl methanesulfonate"	"15.012"	"137.09616"	"6973631"	"C4 H10 O3 S"	"138.03452"	""	"3944718"	"1"	"48.4"	"7.2"	"5.3"	"523"	"580"	"1305"	""	"NoMSn"	"137.09671"	"False"	""	"429768"	" 437806"	" 258831"	" 3854918"	" 3944718"	" 3800632"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"661"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:35 2024 (hash=49041e4f); 15 15  0  0  0  0  0  0  0  0  0;   -1.7917   -0.8551    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7917   -0.0814    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8731    0.2850    0.0000 O   0  0  0     0  2  0  0  0  0;    1.8731    0.9366    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0587    0.2850    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.5246    0.2850    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3258   -0.0814    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0587    0.9366    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.5246    0.9366    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3258    1.3030    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0994    1.3030    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5653    1.3030    0.0000 H   0  0  0     0  1  0  0  0  0;   -0.3258    0.6108    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3665    0.9366    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3258    2.0767    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  5  2  0  0  0  0;  2  6  1  0  0  0  0;  3  4  2  0  0  0  0;  4 11  1  0  0  0  0;  4 12  1  0  0  0  0;  5  7  1  0  0  0  0;  5  8  1  0  0  0  0;  6  9  1  0  0  0  0;  8 10  1  0  0  0  0;  8  9  1  0  0  0  0; 10 13  1  0  0  0  0; 10 14  1  0  0  0  0; 10 15  1  0  0  0  0; 11 14  1  0  0  0  0;$$$$"	"8578385"	"2-Cyclopentene-1-butanal, γ,γ,2,3-tetramethyl-"	"15.014"	"96.05243"	"1429731"	"C13 H22 O"	"194.16652"	""	"775434"	"1"	"90.4"	"93.4"	"97.8"	"653"	"724"	"1305"	""	"NoMSn"	"95.04977"	"False"	""	"37890"	" 53998"	" 99558"	" 646795"	" 539215"	" 775434"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 1"
"662"	""	"25833658"	"Peak@15.034"	"15.034"	"105.03356"	"4305610"	""	""	""	"1990984"	"1"	""	""	""	""	""	"1306"	""	"NoMSn"	"150.16196"	"False"	""	"143684"	" 128446"	" 127221"	" 1427761"	" 1913216"	" 1990984"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 128"	" 1"
"663"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:11 2024 (hash=5c051358); 18 19  0  0  0  0  0  0  0  0  0;   -1.4086   -0.2012    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4086    0.6037    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1330   -0.6037    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7244    1.0061    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1330    1.0061    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8172   -0.2012    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.0402    0.6037    0.0000 N   0  0  0     0  3  0  0  0  0;   -0.7244    1.8111    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8172    0.6037    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.0402   -0.2012    0.0000 N   0  0  0     0  3  0  0  0  0;    0.6842    1.0061    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6842   -0.6037    0.0000 O   0  0  0     0  2  0  0  0  0;    1.3684    0.6037    0.0000 C   0  0  0     0  0  0  0  0  0;    1.3684   -0.2012    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0928    1.0061    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0928   -0.6037    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8172    0.6037    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8172   -0.2012    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  3  6  2  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  5  9  2  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0;  7 11  1  0  0  0  0; 10 12  2  0  0  0  0; 11 13  1  0  0  0  0; 13 14  2  0  0  0  0; 13 15  1  0  0  0  0; 14 16  1  0  0  0  0; 15 17  2  0  0  0  0; 16 18  2  0  0  0  0; 17 18  1  0  0  0  0;$$$$"	"7588845"	"(+-)-N-Benzyl-alpha-methyl-N-nitrosobenzylamine"	"15.038"	"105.03353"	"1264808"	"C15 H16 N2 O"	"240.12571"	""	"1913216"	"1"	"74.4"	"59.9"	"69.9"	"523"	"653"	"1307"	""	"NoMSn"	"103.11269"	"False"	""	"143684"	" 128446"	" 127221"	" "	" 1913216"	" "	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 2"	" 1"	" 2"
"664"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:13 2024 (hash=916a6c27); 12 12  0  0  0  0  0  0  0  0  0;    1.8675    1.2585    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4615    0.5684    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8675   -0.1218    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6496    0.5684    0.0000 C   0  0  0     0  0  0  0  0  0;    0.2842    1.2991    0.0000 C   0  0  0     0  0  0  0  0  0;    0.2842   -0.1624    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.5278    1.5021    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.5278   -0.3248    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.1367    0.9743    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.1367    0.1624    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.8675    1.3397    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.8675   -0.2030    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  4  5  1  0  0  0  0;  4  6  2  0  0  0  0;  5  7  2  0  0  0  0;  6  8  1  0  0  0  0;  7  9  1  0  0  0  0;  8 10  2  0  0  0  0;  9 11  2  0  0  0  0;  9 10  1  0  0  0  0; 10 12  1  0  0  0  0;$$$$"	"1256910026"	"2,4,6-Cycloheptatrien-1-one, 2-hydroxy-5-(1-methylethyl)-"	"15.043"	"149.05975"	"209485004"	"C10 H12 O2"	"164.08318"	"164.08325"	"201643754"	"1"	"93.7"	"96.5"	"96.5"	"753"	"754"	"1307"	"176"	"NoMSn"	"164.08380"	"False"	""	"1046707"	" 826908"	" 1038994"	" 190097160"	" 200611756"	" 201643754"	"No gap"	" Full gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 128"	" 1"	" 1"	" 1"	" 1"
"665"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:30 2024 (hash=270792d7); 19 20  0  0  0  0  0  0  0  0  0;   -2.4349    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.1247    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    3.8958    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    3.2059    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4349   -0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7450    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.8552    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.1247   -0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0145    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.8552   -0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3246    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3246    1.6232    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3652    0.4058    0.0000 O   0  0  0     0  2  0  0  0  0;    1.0957    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4754    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7856    0.4058    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4754    1.6232    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0957    1.6232    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7856    2.0291    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  5  1  0  0  0  0;  1  6  1  0  0  0  0;  2  7  1  0  0  0  0;  3  4  1  0  0  0  0;  4 15  1  0  0  0  0;  5  8  2  0  0  0  0;  6  9  1  0  0  0  0;  7 10  2  0  0  0  0;  8 10  1  0  0  0  0;  9 11  1  0  0  0  0; 11 12  2  0  0  0  0; 11 13  1  0  0  0  0; 13 14  1  0  0  0  0; 14 18  2  0  0  0  0; 14 16  1  0  0  0  0; 15 16  2  0  0  0  0; 15 17  1  0  0  0  0; 17 19  2  0  0  0  0; 18 19  1  0  0  0  0;$$$$"	"4262153"	"3-Phenylpropionic acid, 3-ethylphenyl ester"	"15.097"	"132.09341"	"710359"	"C17 H18 O2"	"254.13013"	""	"789470"	"1"	"92.8"	"100.0"	"100.0"	"637"	"637"	"1310"	"787"	"NoMSn"	"131.08609"	"False"	""	"789470"	" 704142"	" 759985"	" 483644"	" 359385"	" 360444"	"Full gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 1"	" 128"	" 128"	" 128"
"666"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:23 2024 (hash=778714ed); 12 11  0  0  0  0  0  0  0  0  0;   -1.7492    1.0576    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0576    0.6509    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4814    0.6102    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3661    1.0170    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8882    1.3017    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0746   -0.0814    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.1729    0.2034    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3661    0.6102    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0576    1.0170    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7492    0.6102    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4814    1.0170    0.0000 C   0  0  0     0  0  0  0  0  0;    3.1729    0.6102    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  5  1  0  0  0  0;  3  6  1  0  0  0  0;  3  7  1  0  0  0  0;  4  8  1  0  0  0  0;  8  9  1  0  0  0  0;  9 10  1  0  0  0  0; 10 11  1  0  0  0  0; 11 12  1  0  0  0  0;$$$$"	"430725112"	"3-Decene, 2,2-dimethyl-, (E)-"	"15.144"	"69.06991"	"71787519"	"C12 H24"	"168.18725"	""	"52691387"	"1"	"93.1"	"94.8"	"95.4"	"757"	"763"	"1313"	""	"NoMSn"	"125.13303"	"False"	""	"42291274"	" 40629533"	" 40373853"	" 48361026"	" 52199701"	" 52691387"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"667"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:04 2024 (hash=3f583db6);  6  5  0  0  0  0  0  0  0  0  0;   -1.3837   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6919    0.4070    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6919    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7326    0.4070    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4244   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  4  5  1  0  0  0  0;  5  6  1  0  0  0  0;$$$$"	"9014889"	"Pentane, 2-methyl-"	"15.142"	"71.05305"	"1502482"	"C6 H14"	"86.10900"	""	"179794"	"1"	"88.6"	"80.3"	"84.6"	"822"	"904"	"1313"	"744"	"NoMSn"	"85.14520"	"False"	""	"136109"	" 148869"	" 153663"	" 138559"	" 172486"	" 179794"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"668"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:23 2024 (hash=10f094f5);  8  8  0  0  0  0  0  0  0  0  0;   -0.0807    1.5325    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4033    0.8872    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8469    1.5325    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2823    0.4436    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0485    0.4436    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0485    0.6856    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0000   -0.3630    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8066   -0.3630    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  4  6  2  0  0  0  0;  4  7  1  0  0  0  0;  5  8  1  0  0  0  0;  7  8  1  0  0  0  0;$$$$"	"4293854"	"Cyclopentanone, 2,2-dimethyl-"	"15.148"	"112.12018"	"715642"	"C7 H12 O"	"112.08827"	""	"914143"	"1"	"74.9"	"73.7"	"77.8"	"610"	"669"	"1313"	""	"NoMSn"	"124.12535"	"False"	""	"734709"	" 687870"	" 700936"	" 889098"	" 914143"	" 901371"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"669"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:42 2024 (hash=cd896609); 16 17  0  0  0  0  0  0  0  0  0;    3.4555    1.3661    0.0000 C   0  0  0     0  0  0  0  0  0;    2.6921    1.5671    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0447    0.3616    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7278    0.8036    0.0000 O   0  0  0     0  2  0  0  0  0;    3.2546    0.5625    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4912    0.8036    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3214    0.8036    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0447   -0.4420    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.4510    0.3616    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4018    0.3616    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.6519   -0.4018    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.2145    0.5625    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.4154   -0.2009    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0849    0.8036    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7680    0.3616    0.0000 O   0  0  0     0  2  0  0  0  0;    1.0849    1.6072    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  3  4  1  0  0  0  0;  3  7  1  0  0  0  0;  3  8  2  0  0  0  0;  4  9  1  0  0  0  0;  5  6  1  0  0  0  0;  6 15  1  0  0  0  0;  7 10  2  0  0  0  0;  9 11  1  0  0  0  0;  9 12  1  0  0  0  0; 10 14  1  0  0  0  0; 11 13  1  0  0  0  0; 12 13  1  0  0  0  0; 14 16  2  0  0  0  0; 14 15  1  0  0  0  0;$$$$"	"5734262"	"Fumaric acid, dicyclobutyl ester"	"15.166"	"123.04392"	"955710"	"C12 H16 O4"	"224.10431"	""	"510266"	"1"	"95.7"	"97.6"	"97.5"	"834"	"840"	"1314"	""	"NoMSn"	"153.19247"	"False"	""	"407117"	" 266968"	" 510266"	" 365083"	" 367875"	" 371472"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"670"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:40 2024 (hash=1d489a0d); 17 18  0  0  0  0  0  0  0  0  0;   -0.9729   -0.1216    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3783   -0.8513    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7836   -0.1216    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2838    0.2838    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.8107   -1.4188    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.8242   -1.4999    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.5538   -0.3243    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1485    0.6081    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2838    1.0945    0.0000 O   0  0  0     0  2  0  0  0  0;    0.4459   -0.1216    0.0000 O   0  0  0     0  2  0  0  0  0;    0.4459    1.4999    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4459    2.3106    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1350    1.0945    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1350    2.7160    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8242    1.4999    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8242    2.3106    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5538    2.7160    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  2  5  1  0  0  0  0;  2  6  1  0  0  0  0;  2  3  1  0  0  0  0;  3  7  1  0  0  0  0;  3  8  1  0  0  0  0;  4  9  1  0  0  0  0;  4 10  2  0  0  0  0;  9 11  1  0  0  0  0; 11 12  2  0  0  0  0; 11 13  1  0  0  0  0; 12 14  1  0  0  0  0; 13 15  2  0  0  0  0; 14 16  2  0  0  0  0; 15 16  1  0  0  0  0; 16 17  1  0  0  0  0;$$$$"	"19737926"	"2,2,3,3-Tetramethylcyclopropanecarboxylic acid, 4-methylphenyl ester"	"15.207"	"55.05445"	"3289654"	"C15 H20 O2"	"232.14578"	""	"11060541"	"1"	"90.4"	"92.3"	"99.1"	"670"	"729"	"1316"	""	"NoMSn"	"125.06029"	"False"	""	"11060541"	" 10558324"	" 10643058"	" 300533"	" 372542"	" 381368"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"671"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:55 2024 (hash=617a521d); 12 12  0  0  0  0  0  0  0  0  0;   -0.3668   -0.8966    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -0.1630    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3668   -0.8966    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7336    0.2445    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7336    0.2445    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7336    0.9782    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7336    0.9782    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.3450    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3668    2.0786    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.3668    2.0786    0.0000 O   0  0  0     0  2  0  0  0  0;    1.1412    1.7118    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.1004    1.7118    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  4  6  2  0  0  0  0;  5  7  2  0  0  0  0;  6  8  1  0  0  0  0;  7  8  1  0  0  0  0;  8  9  1  0  0  0  0;  8 10  1  0  0  0  0;  9 11  1  0  0  0  0; 10 12  1  0  0  0  0;$$$$"	"17362258"	"3,3-Dimethoxy-6,6-dimethyl-cyclohexa-1,4-diene"	"15.216"	"137.09616"	"2893710"	"C10 H16 O2"	"168.11448"	"168.11444"	"5882358"	"1"	"90.5"	"98.7"	"98.6"	"549"	"572"	"1317"	""	"NoMSn"	"168.11499"	"False"	""	"343681"	" 337721"	" 231452"	" 5364094"	" 5882358"	" 5838470"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"672"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:07:45 2024 (hash=a8ab5b4c); 15 15  0  0  0  0  0  0  0  0  0;   -1.4193    1.6626    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0138    0.9327    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4193    0.9327    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0138    1.6626    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.2709    1.6626    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4193    0.2839    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.1622    0.9327    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.6764    0.9327    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.2709    0.2839    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0138   -0.4461    0.0000 O   0  0  0     0  2  0  0  0  0;    0.2028    0.2839    0.0000 N   0  0  0     0  3  0  0  0  0;    0.2028    1.6626    0.0000 O   0  0  0     0  2  0  0  0  0;    1.0543    0.2839    0.0000 N   0  0  0     0  3  0  0  0  0;    2.2303    0.9327    0.0000 C   0  0  0     0  0  0  0  0  0;    2.6764    0.2839    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  2  7  1  0  0  0  0;  3  4  2  0  0  0  0;  3 14  1  0  0  0  0;  3 13  1  0  0  0  0;  5  8  2  0  0  0  0;  6  9  2  0  0  0  0;  6 10  1  0  0  0  0;  7 11  1  0  0  0  0;  7 12  2  0  0  0  0;  8  9  1  0  0  0  0; 11 13  1  0  0  0  0; 14 15  2  0  0  0  0;$$$$"	"4215568"	"2-Hydroxy-N'-(prop-2-enoyl)benzohydrazide"	"15.225"	"122.03624"	"702595"	"C10 H10 N2 O3"	"206.06859"	""	"509602"	"1"	"93.7"	"100.0"	"100.0"	"685"	"685"	"1317"	""	"NoMSn"	"121.03994"	"False"	""	"266009"	" 269601"	" 266685"	" 468439"	" 499497"	" 509602"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"673"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:08 2024 (hash=53314326); 12 13  0  0  0  0  0  0  0  0  0;   -1.1372    1.1372    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.1625    1.1372    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.5433    0.4061    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3655    0.8123    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.1625    2.0712    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.1372   -0.2437    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3655    0.0812    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1372    1.0559    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2031   -0.2437    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1372   -0.1625    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3655   -0.8935    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5839    0.4061    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  2  0  0  0  0;  3  6  1  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0;  7 11  1  0  0  0  0;  7  9  1  0  0  0  0;  8 12  1  0  0  0  0; 10 12  1  0  0  0  0;$$$$"	"5296404"	"trans-8a-Methylperhydroazulen-4(1H)-one"	"15.227"	"110.10453"	"882734"	"C11 H18 O"	"166.13522"	""	"214391"	"1"	"93.9"	"97.1"	"96.8"	"750"	"796"	"1317"	""	"NoMSn"	"109.10184"	"False"	""	"214391"	" 210409"	" 145565"	" 183955"	" 200986"	" "	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" Missing reference mass"	"128"	" 128"	" 128"	" 1"	" 1"	" 2"
